state/州,district/地区,market,commodity_name/名字,min_price,max_price,date,类别+10
1,2,29,19,125,153.4,924,
4,9,9,22,26.89,42.7,1210,
1,3,27,23,45.5,51,1120,
1,2,23,22,42.5,48.75,1105,
1,2,10,13,40.05,41.4,1107,
1,2,29,22,40,42.75,1105,
1,2,29,22,38.8,44,1105,
1,3,27,22,35.5,50.5,1120,
4,9,32,22,20.09,69.7,1105,
4,9,16,22,23.25,42.89,1210,
1,4,24,13,44,44.25,1010,
1,1,28,22,49.05,50.15,924,
1,2,10,13,54.3,55.25,919,
1,2,29,13,54,54.4,919,
1,4,31,13,54.5,55.55,919,
1,4,31,13,54.85,55.2,919,
1,4,31,13,55,55.55,919,
1,4,31,17,45,50.9,1219,
1,1,22,27,23,25,1120,
1,2,10,30,15,18.5,1102,
4,8,8,20,170,190,1202,
2,5,5,30,18.5,19.04,1102,
1,1,1,15,35,41.5,919,
4,9,16,15,43.19,57.17,919,
1,1,1,17,37.5,65.05,919,
1,4,12,29,82.5,96.8,1105,
1,3,3,30,20,23.5,1105,
1,1,28,30,16,25.5,1022,
1,1,1,19,125.1,138.45,919,
1,2,10,19,142.5,142.5,919,
1,2,29,19,126.05,140,919,
1,4,12,19,135.55,166.05,919,
1,1,1,22,43.9,43.9,924,
1,3,26,22,39.75,45.5,924,
4,9,32,22,52.39,79.76,924,
3,6,6,22,35,50,924,
4,8,20,18,13,16,1130,
3,6,6,27,30,45,924,
1,4,21,25,12.5,25,919,
1,4,12,29,83.75,91.1,924,
1,1,1,30,22.5,22.5,924,
4,9,16,22,38.59,69.29,919,
3,6,13,22,40.01,61.01,919,
1,2,29,13,54.15,54.55,924,
1,2,10,29,75,83.55,919,
4,7,15,30,19.5,19.5,919,
4,9,16,30,20.2,26.17,919,
1,1,1,17,35,54.15,1107,
1,4,21,11,12.5,16.05,1129,
4,9,34,17,50.38,50.38,1107,
1,2,10,19,140,141.75,1209,
1,3,3,19,140,150.5,1209,
1,4,12,19,128.75,181.75,1209,
1,4,24,13,42.45,42.6,1121,
1,4,11,13,42,42.4,1121,
1,2,10,13,41.6,42.5,1115,
1,4,30,13,35.05,52.05,1121,
1,1,1,19,133.25,151.7,1107,
1,2,10,19,109.5,145.55,1107,
1,3,3,20,38.25,119.5,1209,
1,4,12,19,133.75,167.6,1107,
1,1,28,19,133.5,145.75,1001,
1,3,3,30,20,26,1210,
4,9,9,30,28.07,35.33,1210,
1,4,21,9,8,10,1211,
4,8,8,14,53,57,1015,
1,1,1,22,31.3,48.5,1223,
3,6,6,9,20,25,1024,
1,2,25,22,43.55,47.75,1223,
1,2,25,22,43.5,46.55,1223,
1,3,26,22,37,46.3,1223,
1,1,19,22,39,47.5,1223,
1,2,29,22,43.75,45.55,1223,
4,9,16,22,20.19,43.49,1223,
4,9,32,22,11.09,49.44,1223,
1,2,29,19,122.5,148.5,1223,
1,4,21,25,13.05,16,1216,
4,8,8,5,38,46,1118,
4,8,20,10,28,33,1130,
1,1,1,22,37.3,45.55,1107,
1,2,10,22,35,46.05,1107,
4,9,16,22,21.59,64.4,1107,
1,1,1,22,31.8,47.05,1220,
1,1,33,22,39.3,46.7,1220,
4,9,16,2,19.08,60.9,1018,
1,2,10,29,81,81,1107,
1,2,10,30,16.85,18,1107,
4,9,16,30,16.8,31.51,1107,
4,9,34,30,32.24,32.24,1107,
2,10,17,2,40.25,46.2,1012,
1,1,19,22,25,41.75,928,
4,8,8,4,74,96,1018,
1,4,21,9,23,23,1012,
1,4,12,15,45,61,923,
1,3,3,17,40.75,61.25,923,
1,1,28,17,31.25,63.75,923,
3,6,13,22,20.11,47.25,1220,
4,8,18,6,10,14,1018,
4,8,8,26,13,91,925,
1,4,31,13,42.75,42.75,1012,
4,9,9,17,54,55,1012,
1,2,25,30,48.25,50,1223,
1,1,19,30,20.05,31.35,1223,
4,9,16,30,20.1,33.2,1223,
4,9,34,30,33,33,1223,
4,8,18,10,7,10,1003,
1,2,25,30,42,48.55,1221,
1,1,28,30,20,36.05,1221,
1,1,22,10,28,36,1017,
4,9,9,22,41.7,87.68,1012,
1,4,31,30,25,28,1012,
4,9,9,30,16.58,27.09,1012,
1,1,19,17,20.05,35,926,
1,2,10,13,39,40.95,1231,
1,2,29,19,127.5,145.75,923,
1,4,31,17,40,54.8,1108,
4,8,20,26,30,40,930,
2,5,5,7,17.8,20,922,
1,2,23,13,40,41,1226,
1,2,25,13,41.26,41.61,1226,
1,4,24,13,40.75,41.1,1004,
1,2,25,13,41.05,41.25,1004,
1,4,4,13,40.3,41,1226,
1,2,29,13,40.55,41,1226,
1,2,29,13,41.65,42,1226,
1,2,29,13,40.55,41.25,1226,
1,4,24,13,43.5,43.9,1018,
1,2,25,13,42.4,42.4,1018,
1,4,12,15,55,74.25,1004,
1,1,28,17,25.5,61.5,1004,
1,2,10,30,35,35,1206,
1,1,28,30,25,30,1206,
1,4,24,19,125,140,1004,
1,3,26,19,125,142,1004,
1,1,28,19,132.5,143,1004,
1,2,29,19,115,150,1004,
1,4,12,15,56,90.3,1018,
1,1,1,19,131.75,144.95,1126,
3,6,6,10,40,50,927,
1,1,28,19,125,137.5,1126,
4,9,16,15,20.15,64.15,1018,
1,4,24,17,42,43.4,1018,
1,3,3,17,39,52.75,1018,
1,3,27,17,41,56.4,1018,
1,4,30,17,32.55,57.55,1018,
1,1,1,17,35.05,55.3,1105,
1,3,3,8,15.25,37.45,923,
1,2,25,22,50,55.55,1004,
1,3,26,22,39,42.8,1004,
1,1,28,22,35,45,1004,
4,9,32,22,21.09,82.5,1004,
1,4,24,19,122.5,137.3,1018,
1,3,26,19,120,135.5,1018,
1,3,3,19,105,145,1018,
1,4,11,19,125,135.2,1018,
1,3,27,19,125,141,1018,
2,5,5,1,97.51,128.51,930,
3,6,14,1,99,106,930,
4,9,16,2,22.99,64.21,930,
2,10,17,2,41,41.25,930,
4,8,8,20,140,150,1018,
1,4,24,29,67.5,70.05,1004,
1,4,12,29,76.5,89.75,1004,
1,1,22,10,12,15,1114,
3,6,6,27,35,40,1030,
1,1,22,27,24,30,1114,
2,5,5,22,33.9,51.41,1011,
2,5,5,7,18.7,19.41,1017,
4,8,8,23,123,142,1018,
1,2,25,22,45,50.3,1018,
1,3,26,22,40.55,46.45,1018,
1,3,3,22,42.5,55,1018,
1,3,27,22,32.5,55.95,1018,
4,9,16,22,23.99,80.91,1018,
4,9,32,22,27.4,80.86,1018,
3,6,13,22,30.02,55.6,1018,
2,5,5,7,19.06,19.5,1009,
1,4,12,29,76.25,91.7,1018,
4,9,16,30,13.6,25.08,1018,
4,9,9,22,28.96,43.39,1219,
3,6,13,22,18,46.46,1219,
2,5,5,22,27.71,48.64,1106,
1,3,3,1,90,140,927,
4,9,16,2,20.69,63.19,927,
4,9,16,15,36.85,61.69,930,
1,4,12,1,120,120,930,
1,4,30,13,55,55.25,923,
1,4,12,19,138.05,156,930,
1,4,24,13,42.5,43.25,1005,
1,1,19,30,27.3,27.3,926,
4,8,20,10,6,10,927,
4,8,8,14,45,48,1226,
1,2,29,1,85.55,167.5,924,
1,2,23,22,43.75,44.3,1209,
1,2,10,22,40,45.5,1209,
1,2,10,29,75,86.55,1102,
1,3,3,22,45,55.75,1209,
2,5,5,29,77,90,1102,
1,3,3,19,101.5,149.75,924,
4,9,9,22,20.19,83.69,930,
4,9,16,22,21.25,78.91,930,
1,2,25,13,47.36,50.25,927,
1,2,25,13,47.75,48,927,
1,3,3,13,40,43.2,927,
1,4,11,13,47.05,48.25,927,
1,2,29,13,46,47.25,927,
1,4,12,13,47.5,47.5,927,
4,9,9,30,16.85,27.75,930,
4,9,16,30,25.89,27.37,930,
1,4,21,9,11,13,924,
1,4,12,15,55.5,66,927,
4,9,16,15,44.25,61.19,927,
1,3,3,17,35,58.75,927,
1,1,28,17,40.5,64.35,927,
4,8,18,18,6,13,927,
1,3,26,19,132,142.5,927,
1,3,3,19,139,147.25,927,
1,1,28,19,132.5,143.25,927,
1,2,29,19,136.5,148,927,
1,4,31,13,54,55.05,918,
1,4,31,13,54.15,54.5,918,
1,4,31,13,54.4,54.9,918,
1,4,12,1,36.1,152.25,1023,
3,6,14,1,110,127.5,1023,
4,8,20,25,28,36,927,
1,3,3,23,42.5,62.5,927,
1,3,26,22,41,43.05,927,
1,3,3,22,25,39.5,927,
4,8,8,22,54,58,927,
4,9,9,22,43.56,81.38,927,
4,9,16,22,21.99,77.19,927,
1,4,12,29,82.25,92.5,927,
1,3,3,30,16.5,25.5,927,
1,1,28,30,20,22.5,927,
4,9,9,30,20.69,30.37,927,
4,9,16,30,13.9,28.28,927,
1,2,25,22,40,45.75,1023,
1,1,28,19,137.5,145,1009,
1,4,12,19,120.55,168.05,1009,
1,4,21,9,7,10,1023,
1,3,3,17,25,42.5,924,
4,9,16,2,20.69,51.21,1001,
1,4,11,13,43.05,43.05,1017,
4,8,18,6,9,14,1003,
4,8,20,26,38,40,1016,
1,4,11,19,119.5,141.05,1017,
4,9,16,2,25.3,58.69,1009,
1,2,35,22,40,49.7,1017,
3,6,6,6,17,20,1009,
1,4,21,9,6.25,11.5,928,
1,4,12,13,50,50,1001,
1,4,12,15,50,65,1001,
4,9,16,15,50.15,62.11,1001,
1,1,19,17,27.5,60,1001,
4,8,8,4,70,90,1011,
3,6,6,10,40,50,1009,
4,8,8,5,35,45,1011,
1,3,26,19,125,141.5,1001,
1,4,24,13,44.65,45.3,1009,
1,2,29,13,45.6,46.25,1009,
2,5,5,29,56,86.5,926,
1,3,26,22,37.75,41.8,1001,
4,9,16,22,32.11,80.99,1001,
4,9,32,22,42.93,80.5,1001,
1,2,10,13,40.55,41.65,1023,
1,4,31,13,42.6,44.45,1023,
1,4,12,29,81,87.15,1001,
1,1,19,30,20.1,28.25,1001,
4,9,16,30,15.6,25.78,1001,
1,4,12,13,42.6,42.6,1023,
1,4,24,19,133.15,141.5,1009,
1,3,26,19,121.25,140.75,1009,
1,2,29,19,120,150,1009,
1,1,22,10,29,40,930,
1,3,27,21,64,92,1009,
3,6,6,21,8,15,1009,
1,1,1,17,34.75,65.75,1009,
1,1,28,22,40,47.5,1015,
2,5,5,22,18,51.61,1015,
1,2,25,22,57.55,62.75,1009,
1,3,26,22,39.1,43.15,1009,
1,3,27,22,35,65.6,1009,
4,9,16,22,33.08,84.49,1009,
4,9,32,22,56.93,85.63,1009,
3,6,6,22,25,35,1009,
1,4,12,29,76.25,93.75,1022,
1,1,1,17,35,56.45,1023,
4,9,16,30,11.69,26.69,1009,
4,9,34,30,26.78,26.78,1009,
1,4,31,17,30,55,1023,
4,9,9,17,42.5,56.01,1023,
2,5,5,7,17.51,20.4,1031,
1,2,10,19,105,139.8,1023,
1,3,27,17,45,59.35,1108,
2,5,5,7,18.6,19.25,926,
2,5,5,30,14.5,19.21,1107,
1,1,1,22,30,44.5,1023,
1,2,10,22,35,44.8,1023,
4,9,9,22,23.06,71.4,1023,
1,2,23,13,40,40,1010,
4,9,16,2,25.07,55.68,1016,
4,9,9,22,26.58,40.41,1209,
4,9,16,22,21.19,43.09,1209,
4,9,32,22,11.09,47,1209,
3,6,6,3,9,10,1016,
2,5,5,7,17.25,19.1,920,
1,2,10,29,70,72.5,1023,
1,2,10,30,14.8,15.7,1023,
4,9,9,30,17.58,25.89,1023,
1,3,3,20,38.25,137.25,1230,
4,9,9,30,26.58,35.61,1219,
4,8,8,5,40,55,1016,
1,2,23,27,35.5,36.5,1209,
1,2,10,30,18.05,20.05,1101,
3,6,6,6,16,20,1016,
1,4,12,15,43.1,100,1226,
1,2,23,17,37.5,53.25,1226,
1,1,33,17,49,55.5,1226,
1,2,29,17,45.95,52.7,1226,
1,2,29,17,43.1,50.4,1226,
1,4,30,17,41.05,52.6,1226,
4,9,34,17,46,52.5,1226,
1,4,4,13,40.5,40.55,1128,
1,3,27,13,45,50,930,
1,3,27,19,125,145,930,
3,6,6,11,25,28,1016,
2,5,5,7,19.01,20.05,1108,
1,1,28,17,40.25,60,1001,
1,3,27,22,38.5,49,930,
1,2,25,13,42,42,1016,
1,2,29,13,41.25,42.2,1016,
1,2,29,13,43.75,44,1016,
1,1,19,17,32.5,53.5,1016,
1,2,29,19,120,147.5,1016,
2,5,5,29,79.9,88.1,930,
3,6,6,26,50,60,1016,
1,2,23,22,53.95,53.95,1010,
1,1,28,22,45.05,59.05,1010,
4,8,8,23,120,140,1016,
1,2,25,22,45,51.05,1016,
1,2,25,22,37.5,53.55,1016,
1,3,26,22,38.5,45.3,1016,
1,1,19,22,39.5,43.55,1016,
1,2,29,22,46.5,48,1016,
4,9,16,22,28.86,85.49,1016,
4,9,32,22,19.01,85.26,1016,
2,5,5,22,27.9,52.68,1016,
3,6,6,22,28,40,1016,
4,8,8,2,60,68,1011,
1,4,12,29,76.25,91.3,1016,
2,5,5,29,74.52,87.01,1016,
1,1,19,30,28.55,30,1016,
4,9,16,30,12.69,24.69,1016,
2,5,5,30,18.8,20.9,1016,
1,1,19,19,139.05,139.05,928,
1,1,22,12,22,27,1113,
1,4,12,1,35.25,150,1022,
3,6,14,1,115.9,123.96,1022,
1,3,3,1,59,140.75,1106,
3,6,14,1,116.02,121.01,1106,
1,2,10,29,80.75,84.5,1209,
1,4,12,29,83,96.25,1209,
2,5,5,15,58.6,73.5,1108,
4,9,9,30,22.69,33.63,1209,
4,9,16,30,15.69,32.69,1209,
1,1,33,19,122.75,137.8,1226,
1,3,3,20,37,135,1127,
1,2,29,19,127.5,154,1226,
1,2,29,19,144.95,150.75,1226,
1,4,12,19,130,175.4,1226,
4,8,8,2,68,70,1126,
1,1,1,30,25.05,32.55,1012,
4,8,8,4,79,95,1126,
4,8,8,5,41,44,1126,
4,9,34,17,51,53.5,1231,
1,2,10,30,17.55,20.05,1113,
1,3,3,30,17.5,26.3,1113,
1,1,28,30,17.5,21.05,1113,
1,2,35,22,42,44.5,1021,
1,1,19,30,20.15,32,1024,
3,6,13,7,15,19.51,1018,
1,1,1,13,35.9,41.25,1007,
1,4,24,13,47.25,47.5,1007,
1,2,25,13,43.75,44.5,1007,
1,4,12,13,41.75,41.75,1007,
1,4,31,13,45.3,45.3,1007,
1,4,31,13,44.5,45,1007,
1,3,3,8,100,115,1018,
1,4,11,13,38.5,40.25,1210,
1,2,25,13,42.75,43,1022,
1,2,10,13,40,43.3,1022,
1,4,31,13,43,44.75,1022,
4,8,8,4,72,94,1015,
1,4,31,13,35.3,35.3,1022,
1,4,12,15,60,70,1007,
1,1,1,17,34.5,65.2,1007,
1,1,19,17,25,60.55,1007,
1,1,1,19,90,143.25,1007,
1,4,24,19,120,137.15,1007,
1,3,3,30,20,27.25,1109,
1,1,19,30,30.55,32.3,1109,
1,1,28,30,16.75,19.5,1109,
1,3,27,21,90,107.5,1007,
1,1,19,23,65.05,65.05,1007,
1,2,25,22,57.55,61.25,1007,
1,3,27,22,35,59.4,1007,
1,1,19,22,41.15,41.15,1007,
1,4,12,29,81,90,1007,
1,1,1,30,24.6,32.55,1007,
1,1,19,30,20,27.5,1007,
1,4,24,13,43.5,44,1021,
1,2,25,13,44.55,44.55,1021,
1,4,12,13,43.5,43.5,1021,
3,6,14,15,50,50.8,1022,
1,1,1,17,37.75,57.4,1022,
1,4,31,17,30,55.25,1022,
4,9,9,17,54.51,55.01,1022,
1,2,10,13,40.55,42.55,1106,
1,1,33,17,33,57.5,1007,
1,4,21,27,15.5,35,1207,
1,1,1,19,85,142.75,1022,
1,2,10,19,130,134.4,1022,
1,4,12,19,130,179,1022,
1,4,12,1,109.5,126.25,1106,
1,3,3,8,18.75,20.75,928,
1,4,12,15,48,82.75,1009,
1,1,33,17,43.5,58.5,1009,
1,1,19,17,30,58.75,1009,
1,1,28,17,35,56.25,1009,
1,1,19,17,25,44.5,928,
1,1,22,10,10,15,1121,
1,4,11,13,43,43.5,1115,
2,5,5,1,85.01,135.02,1017,
1,1,22,27,22,25,1121,
1,4,12,15,50,63.5,1017,
1,1,22,12,22,28,1120,
1,4,30,17,35.05,61.25,1017,
3,6,6,10,25,30,1119,
1,2,10,19,122,122,1231,
1,4,21,9,22.55,22.55,1007,
1,1,1,17,37,54.4,1106,
1,2,23,22,45.65,45.65,1226,
1,1,33,22,37.45,47.55,1226,
1,2,25,22,45,47.3,1226,
4,9,9,17,42.01,51.51,1106,
1,2,25,22,55,57.6,1009,
1,4,12,15,56,79,1016,
1,1,33,17,45.5,54,1016,
1,2,29,22,42.5,47,1226,
1,3,26,17,38.5,43.8,1016,
1,2,23,27,22.25,38,1226,
1,1,1,22,28.25,44.25,1022,
1,2,10,22,35,44.5,1022,
4,9,9,22,33,73.19,1022,
4,8,20,10,36,44,1114,
1,1,1,19,134.95,150.5,1106,
3,6,6,22,30,50,1029,
1,2,10,19,140.8,142.8,1106,
3,6,6,27,35,55,1029,
1,4,12,19,125,172.05,1106,
1,1,1,30,28.75,28.75,1022,
1,2,10,30,17,17,1022,
4,9,9,30,12.24,24.77,1022,
4,9,34,30,26.3,26.3,1022,
1,3,26,19,107.25,139,1016,
2,5,5,19,90,146,1016,
1,4,24,13,41.5,41.7,1014,
1,2,25,13,41.05,41.5,1014,
1,4,12,29,66.75,98.5,1226,
1,1,22,10,10,13,1127,
1,2,25,30,46.55,49.95,1226,
1,2,10,29,68.75,73.05,1012,
1,2,10,29,75.05,75.05,1101,
1,4,12,29,80,97.05,1101,
1,2,10,22,35.25,46,1115,
1,3,3,22,40,66.5,1115,
4,8,8,2,61,69,1015,
1,1,28,22,41.5,46.25,1115,
1,2,10,22,35.55,45.15,1111,
1,1,1,22,33.75,44.75,1106,
1,4,24,19,132.5,142.15,1014,
1,2,29,19,128.05,147.55,1014,
1,1,19,22,38.5,48.3,1111,
4,9,9,22,26.19,64.95,1106,
4,8,8,5,33,49,1003,
3,6,6,6,16,19,1003,
1,1,22,11,15,20,1220,
1,2,10,29,77.55,77.55,1106,
4,9,9,30,15.06,31.15,1106,
1,2,25,22,45,53.55,1014,
1,3,26,22,40,50.5,1014,
1,1,28,22,35,49.35,1014,
4,9,32,22,25.09,86.39,1014,
1,2,10,22,35,45.95,1102,
2,5,5,22,29.01,49.14,1102,
1,1,28,30,18,21.75,1003,
1,4,12,29,72.5,91.4,1014,
1,1,19,30,20,30.1,1014,
1,1,28,30,16.5,25,1014,
4,8,20,8,24,32,1001,
3,6,6,10,35,50,1003,
1,2,25,13,40.7,40.7,1126,
1,4,11,13,41.15,42.35,1126,
1,4,4,13,40.75,40.75,1126,
1,2,29,13,40.65,41.3,1126,
1,2,29,13,41.5,41.8,1126,
1,2,29,13,41.1,41.5,1126,
1,1,1,13,43.75,43.75,1003,
1,4,24,13,42.4,42.6,1003,
1,2,35,22,39.6,45.2,1102,
1,2,29,13,40.5,40.8,1003,
1,1,22,12,33,39,1101,
1,1,1,17,38.1,66.3,1003,
1,1,33,17,39,58.25,1003,
1,4,12,1,120,130,1007,
1,1,1,19,136.3,146.5,1003,
1,4,24,19,130,145,1003,
1,3,26,19,130,144.5,1003,
1,2,29,19,139.2,150,1003,
1,2,35,22,48,48,1016,
4,8,20,18,7,8,1104,
1,2,25,13,49.5,49.95,926,
4,8,8,2,65,71,1023,
4,8,8,26,13,94,1003,
1,4,12,29,75.75,93.55,1021,
1,1,1,23,30.25,45,1003,
1,1,1,22,22.8,37.85,1003,
1,3,26,22,38.5,43.05,1003,
4,9,32,22,36.69,83.5,1003,
2,5,5,22,41,85.1,1003,
3,6,6,22,35,40,1003,
3,6,6,27,35,50,1003,
1,4,24,29,72.5,75,1003,
2,5,5,29,70,87.51,1003,
1,1,1,30,24.5,31.75,1003,
1,4,31,13,47,47,930,
3,6,6,6,16,18,1024,
1,2,29,19,125,148.6,1016,
4,9,9,17,51.25,55,1026,
1,1,22,27,28,35,1026,
4,8,8,15,6.8,125,1126,
2,5,5,15,38.01,66.11,1126,
4,8,20,10,30,32,1112,
1,2,25,17,42.5,45.75,1126,
1,3,26,17,36,51.6,1126,
4,8,20,11,9,11,1112,
1,3,27,17,40,51.65,1126,
1,2,29,17,44.3,50.2,1126,
1,2,29,17,43.4,47.25,1126,
1,4,30,17,35.05,52.1,1126,
4,9,9,22,27.11,57.91,1026,
4,9,9,30,11.61,27.53,1026,
1,2,10,22,45,49.05,1231,
1,3,26,19,130,142.5,1126,
1,4,11,19,128.8,144.3,1126,
1,3,27,19,126.25,142.5,1126,
4,9,16,22,19.19,42.39,1231,
4,8,20,26,48,50,1128,
1,2,29,19,128.6,153.05,1126,
1,2,29,19,132.55,140.6,1126,
1,2,29,19,127.5,140,1126,
1,1,1,22,32.5,45.9,1012,
1,2,10,22,45.55,52.55,1012,
1,4,12,15,65.4,65.4,1126,
1,1,1,17,30,52.7,1126,
1,4,31,17,40,51,1126,
1,1,1,19,134,144,1004,
1,1,19,30,30.6,33.5,1018,
1,1,22,12,31,35,1130,
1,1,33,17,44,57,1017,
1,2,10,30,23.85,23.85,1231,
4,8,8,2,65,78,1118,
1,4,21,9,6,9,1019,
4,8,8,24,84,90,1126,
1,2,25,22,40.55,49,1126,
1,2,25,22,40,47.05,1126,
1,3,26,22,32.5,44.25,1126,
1,3,27,22,35,48.85,1126,
1,2,29,22,44.5,47.05,1126,
1,2,29,22,39.25,46.6,1126,
2,5,5,22,30,46.01,1126,
1,2,29,13,41.5,42.25,1019,
4,8,18,6,14,24,1203,
1,4,11,19,111.6,141.25,1019,
1,2,29,19,121.25,142.55,1019,
1,1,19,22,40,45.75,1210,
1,2,35,22,42.55,46.05,1210,
1,2,10,22,42.5,48.2,1218,
1,2,35,22,42,46,1019,
4,8,20,11,13,15,1128,
1,2,25,30,40,40,1126,
1,2,29,30,20,22.6,1126,
2,5,5,30,18.3,18.3,1126,
1,1,1,1,129,135,1231,
4,9,16,2,36.9,63.25,1031,
1,1,22,12,22,33,1109,
3,6,6,3,10,15,1031,
3,6,6,27,35,50,1024,
1,1,1,22,29.55,44.85,1109,
1,3,3,22,42.5,48.5,1109,
1,1,19,22,37.4,48.35,1109,
1,1,28,22,42.55,46.6,1109,
1,4,12,29,80,91.3,1107,
2,5,5,29,69.63,90.9,1107,
1,2,10,29,66.3,78.55,1113,
3,6,6,10,28,30,1031,
1,3,3,1,75,150,1018,
1,4,12,1,53,122,1018,
1,1,22,10,11,15,1109,
1,2,29,13,42.55,43.05,1016,
1,3,3,19,135,151.5,1223,
1,4,11,19,111.5,149.95,1223,
1,2,10,29,75,82.75,1206,
1,3,3,20,45,132,1223,
1,1,1,19,126.7,135,1018,
1,1,28,19,130,135,1018,
1,2,29,19,132.75,146.75,1018,
4,8,20,11,10,13,1217,
4,9,16,22,20.29,65.83,1031,
4,9,32,22,28.99,69.13,1031,
1,4,4,13,44.35,44.35,1016,
1,1,19,22,33.65,40.05,1024,
1,1,28,22,33.75,47.35,1022,
1,2,23,22,41.05,44.05,1101,
1,1,1,22,35,46.05,1101,
1,2,25,22,40,46.75,1101,
1,2,10,22,35,45.9,1101,
1,4,12,15,37.05,70,1014,
1,2,23,17,46.5,48.5,1014,
1,1,19,17,30,52.5,1014,
1,1,28,17,32.5,55,1014,
1,4,30,17,30,56.25,1014,
1,2,23,27,40,40,1101,
1,1,22,27,23,31,1101,
1,4,11,19,120.05,143.55,1014,
2,5,5,1,88,135,1105,
3,6,14,1,120,129,1105,
4,9,16,2,15.1,62.62,1105,
2,5,5,3,76,103,1105,
1,1,19,22,33.6,48.55,1018,
1,2,23,22,41,44.5,1021,
1,2,25,22,40,45,1021,
1,1,28,22,45,50.45,1021,
2,5,5,22,22,48,1021,
1,4,24,29,70,72.4,1010,
4,8,20,8,30,40,1013,
2,5,5,7,19.5,20.06,1105,
1,4,21,9,2,7.5,1105,
1,1,19,30,26.25,28.5,1009,
4,8,8,28,42,47,1211,
4,9,16,2,22.69,60.68,1024,
1,1,22,10,21,25,1206,
3,6,6,3,8,10,1024,
1,1,22,11,24,27,1206,
1,2,10,19,134.5,134.5,1123,
1,1,28,19,127.5,142,1123,
1,2,10,13,42.5,43.5,1105,
1,4,31,13,43.5,43.6,1105,
1,4,24,13,43,43.3,1024,
1,4,11,13,41.25,43.5,1024,
1,2,29,13,42.25,43,1024,
1,4,12,29,75,92,1017,
1,2,29,13,43.5,43.6,1024,
2,5,5,15,28,68,1105,
1,4,31,17,40,55,1105,
1,4,12,1,105,137.5,1105,
4,9,16,15,23.89,62.15,1024,
1,4,24,17,44,50.95,1024,
1,4,30,17,32.55,58.75,1024,
1,2,10,19,139,139,1105,
1,4,12,19,125,175,1105,
1,4,24,19,120.55,143.55,1024,
1,2,29,19,115,147,1024,
4,9,34,17,49.37,49.37,1108,
1,4,21,25,5,20,1105,
1,2,25,22,39,45.55,1024,
1,2,29,22,40.05,44,1024,
4,9,16,22,15.08,64.69,1024,
4,9,32,22,12.09,71.8,1024,
1,2,10,22,37.5,45.9,1105,
1,2,29,30,22.5,24.8,1024,
4,9,16,30,12.09,24.69,1024,
4,9,9,22,18.69,64.21,1105,
4,9,16,22,21.28,67.11,1105,
2,5,5,22,33,47.14,1105,
4,8,18,18,5,6,1017,
1,4,21,27,15,25,1105,
1,2,10,29,75,82.05,1105,
2,5,5,29,70.01,89.61,1105,
1,2,10,30,14.5,14.5,1105,
4,9,9,30,15.07,29.77,1105,
4,9,16,30,14.14,28.65,1105,
2,5,5,30,16.23,16.32,1105,
1,2,10,1,86.25,86.25,1011,
4,9,16,2,21.69,60.69,1011,
1,3,27,19,93.5,150.75,1105,
1,1,1,17,36,57.55,1018,
1,1,28,17,37.5,55.25,1018,
2,5,5,15,38,71.14,1031,
2,5,5,1,86,145.01,1031,
4,8,8,24,70,78,1019,
1,4,12,29,77,89,1009,
2,5,5,29,57.79,84.71,1009,
1,2,35,22,38.75,45.25,1101,
1,3,26,17,39.5,52.1,1106,
1,3,26,19,120,141.5,1106,
1,1,22,27,18,25,1106,
4,9,16,2,26.89,60.29,1015,
1,2,25,13,42,42.8,1011,
1,2,29,13,45,45.1,1011,
4,9,16,15,20.15,62.43,1011,
1,4,30,17,33.55,55,1011,
1,2,35,13,43.2,44.4,1101,
1,3,26,19,125,140.25,1011,
1,2,29,19,119.5,147.55,1011,
1,2,29,19,117.5,151.15,1011,
4,8,18,6,9,11,1104,
1,2,25,22,50,56.7,1011,
1,2,25,22,41.55,51.55,1011,
1,3,26,22,38.5,43.85,1011,
4,9,16,22,23.59,87.45,1011,
4,9,32,22,18.99,84.66,1011,
4,9,16,30,11.6,25.9,1011,
4,9,9,17,43.51,55.01,1031,
3,6,6,26,40,75,1024,
1,2,25,13,41.65,41.65,1015,
1,2,25,13,42.5,42.5,1015,
1,2,29,13,41,42.05,1015,
1,4,12,13,41.75,42.5,1015,
4,8,20,18,5,7,1019,
1,2,35,22,40.55,44.05,1023,
1,4,12,15,60,83,1015,
4,9,16,15,54.69,61.89,1015,
1,1,28,17,36.5,54.9,1016,
1,4,30,17,32.5,57.55,1016,
1,4,30,17,35.01,58.05,1015,
3,6,13,7,17.9,19.8,1203,
1,4,21,9,11,25,1015,
1,4,12,1,90,128.5,1017,
3,6,14,1,110,118,1017,
1,1,22,26,65,82,1206,
1,2,29,19,120,145,1015,
1,2,23,17,43.7,49.2,1129,
4,8,20,8,40,50,1217,
1,3,3,8,47.5,90,1203,
1,1,22,25,23,28,1206,
1,4,12,1,30,135,1019,
4,8,8,2,64,69,1019,
4,9,16,2,21.69,60.82,1019,
4,8,8,4,74,95,1019,
4,8,8,5,45,55,1019,
1,4,21,9,12.5,16.05,1017,
1,1,22,27,20,28,1206,
2,5,5,7,17.5,19.8,1019,
1,3,3,1,90,141.75,1113,
2,5,5,1,70,142.25,1113,
3,6,6,9,24,30,1019,
2,5,5,3,50,95,1113,
1,2,25,22,45,51.05,1015,
1,2,25,22,39,51.75,1015,
